Date,Transaction Description,Category,Amount,Type
2023-01-21,Grab,Transport,25.83,Expense
2020-11-01,Salary,Salary,5000.0,Income
2023-11-19,Grab,Transport,143.27,Expense
2022-05-21,Grab,Transport,33.13,Expense
2020-04-01,Salary,Salary,5000.0,Income
2022-03-20,Freelance,Salary,752.0,Income
2021-08-13,Grab,Transport,12.02,Expense
2023-07-12,Gojek,Transport,74.89,Expense
2021-12-10,Grab,Transport,70.63,Expense
2024-12-07,Freelance,Salary,721.0,Income
2020-10-01,Salary,Salary,5000.0,Income
2023-09-08,Grab,Transport,27.99,Expense
2023-05-11,Grab,Transport,13.95,Expense
2022-02-15,Gojek,Transport,29.95,Expense
2022-07-06,Gojek,Transport,36.05,Expense
2024-11-29,Gojek,Transport,77.15,Expense
2023-01-24,Grab,Transport,6.04,Expense
2020-10-29,Gojek,Transport,75.89,Expense
2021-03-12,Gojek,Transport,67.92,Expense
2024-06-16,Freelance,Salary,773.0,Income
2022-12-21,Grab,Transport,53.24,Expense
2024-10-12,Gojek,Transport,41.84,Expense
2020-06-03,Freelance,Salary,248.0,Income
2024-08-29,Gojek,Transport,77.82,Expense
2022-08-16,Grab,Transport,28.62,Expense
2021-05-22,Freelance,Salary,934.0,Income
2021-03-17,Grab,Transport,33.65,Expense
2022-06-13,Freelance,Salary,301.0,Income
2021-10-31,Gojek,Transport,64.54,Expense
2022-10-19,Grab,Transport,33.72,Expense
2023-08-28,Grab,Transport,11.72,Expense
2022-12-07,Freelance,Salary,855.0,Income
2023-02-25,Gojek,Transport,72.0,Expense
2022-06-20,Gojek,Transport,7.82,Expense
2024-12-06,Gojek,Transport,25.48,Expense
2024-10-29,Grab,Transport,57.04,Expense
2020-01-27,Gojek,Transport,68.01,Expense
2020-12-13,Gojek,Transport,129.09,Expense
2023-04-28,Freelance,Salary,351.0,Income
2020-12-07,Grab,Transport,74.97,Expense
2020-11-14,Gojek,Transport,30.59,Expense
2024-03-08,Freelance,Salary,527.0,Income
2021-05-14,Freelance,Salary,509.0,Income
2022-01-27,Grab,Transport,32.54,Expense
2023-07-22,Freelance,Salary,356.0,Income
2023-11-05,Gojek,Transport,140.16,Expense
2024-03-11,Grab,Transport,29.93,Expense
2024-08-10,Gojek,Transport,98.4,Expense
2020-07-20,Gojek,Transport,41.05,Expense
2020-10-12,Gojek,Transport,54.36,Expense
2022-04-22,Grab,Transport,31.9,Expense
2024-05-04,Grab,Transport,61.38,Expense
2024-06-18,Grab,Transport,19.47,Expense
2023-05-10,Freelance,Salary,602.0,Income
2022-10-19,Grab,Transport,74.03,Expense
2022-12-02,Grab,Transport,61.32,Expense
2020-03-24,Gojek,Transport,56.19,Expense
2024-03-15,Freelance,Salary,626.0,Income
2022-07-23,Grab,Transport,131.21,Expense
2023-06-01,Salary,Salary,5000.0,Income
2023-06-13,Freelance,Salary,430.0,Income
2020-05-21,Grab,Transport,69.18,Expense
2021-12-25,Grab,Transport,58.15,Expense
2022-06-18,Gojek,Transport,59.17,Expense
2022-11-08,Gojek,Transport,60.5,Expense
2021-05-19,Gojek,Transport,42.2,Expense
2022-07-02,Gojek,Transport,68.64,Expense
2022-04-19,Grab,Transport,25.09,Expense
2022-02-11,Gojek,Transport,13.82,Expense
2022-08-12,Gojek,Transport,5.68,Expense
2023-10-31,Gojek,Transport,63.95,Expense
2024-06-03,Gojek,Transport,9.03,Expense
2023-09-20,Freelance,Salary,578.0,Income
2020-11-02,Gojek,Transport,32.58,Expense
2022-02-11,Grab,Transport,43.59,Expense
2022-07-16,Gojek,Transport,97.24,Expense
2022-07-06,Gojek,Transport,78.69,Expense
2022-01-18,Grab,Transport,44.69,Expense
2023-02-07,Grab,Transport,22.16,Expense
2022-02-01,Salary,Salary,5000.0,Income
2022-01-11,Freelance,Salary,672.0,Income
2020-03-22,Gojek,Transport,72.79,Expense
2022-03-28,Grab,Transport,61.5,Expense
2022-02-11,Freelance,Salary,393.0,Income
2022-12-06,Grab,Transport,36.05,Expense
2024-03-19,Grab,Transport,78.44,Expense
2024-10-01,Salary,Salary,5000.0,Income
2020-06-06,Grab,Transport,53.91,Expense
2022-08-14,Freelance,Salary,483.0,Income
2022-08-19,Freelance,Salary,780.0,Income
2020-08-16,Grab,Transport,108.08,Expense
2021-10-24,Grab,Transport,27.28,Expense
2020-08-20,Grab,Transport,37.41,Expense
2022-02-25,Freelance,Salary,297.0,Income
2024-01-07,Gojek,Transport,116.17,Expense
2024-01-14,Grab,Transport,56.16,Expense
2021-08-07,Gojek,Transport,143.62,Expense
2024-07-30,Freelance,Salary,518.0,Income
2023-03-28,Gojek,Transport,10.5,Expense
2022-06-13,Freelance,Salary,746.0,Income
2022-08-18,Gojek,Transport,51.71,Expense
2024-05-27,Grab,Transport,15.93,Expense
2021-09-09,Gojek,Transport,38.32,Expense
2021-06-17,Freelance,Salary,240.0,Income
2020-07-30,Grab,Transport,74.82,Expense
2022-11-01,Salary,Salary,5000.0,Income
2024-10-17,Freelance,Salary,760.0,Income
2023-09-17,Freelance,Salary,892.0,Income
2020-07-15,Freelance,Salary,699.0,Income
2021-10-21,Grab,Transport,6.37,Expense
2024-04-08,Freelance,Salary,604.0,Income
2023-03-19,Gojek,Transport,136.54,Expense
2022-04-18,Grab,Transport,40.09,Expense
2021-08-30,Grab,Transport,23.76,Expense
2021-04-28,Gojek,Transport,71.13,Expense
2020-10-03,Grab,Transport,106.7,Expense
2022-09-18,Gojek,Transport,114.17,Expense
2023-01-28,Gojek,Transport,122.53,Expense
2020-07-10,Grab,Transport,53.83,Expense
2020-11-30,Grab,Transport,23.85,Expense
2023-12-28,Gojek,Transport,74.29,Expense
2022-10-29,Grab,Transport,65.56,Expense
2023-06-14,Freelance,Salary,201.0,Income
2024-08-28,Grab,Transport,77.56,Expense
2023-07-29,Gojek,Transport,46.99,Expense
2021-03-25,Freelance,Salary,524.0,Income
2021-01-28,Grab,Transport,70.91,Expense
2021-11-18,Grab,Transport,18.59,Expense
2023-04-10,Freelance,Salary,206.0,Income
2020-10-05,Grab,Transport,73.38,Expense
2022-08-03,Grab,Transport,9.32,Expense
2020-04-18,Grab,Transport,106.17,Expense
2021-02-14,Grab,Transport,134.59,Expense
2024-01-14,Grab,Transport,116.05,Expense
2021-06-27,Freelance,Salary,736.0,Income
2020-03-07,Freelance,Salary,434.0,Income
2021-08-30,Gojek,Transport,58.68,Expense
2021-04-01,Salary,Salary,5000.0,Income
2020-09-25,Grab,Transport,74.75,Expense
2022-09-26,Grab,Transport,53.37,Expense
2022-07-27,Gojek,Transport,49.01,Expense
2024-04-25,Gojek,Transport,71.49,Expense
2021-12-09,Gojek,Transport,26.34,Expense
2021-04-20,Grab,Transport,63.64,Expense
2020-02-17,Grab,Transport,47.26,Expense
2020-03-03,Gojek,Transport,55.11,Expense
2023-05-03,Gojek,Transport,23.12,Expense
2020-03-28,Grab,Transport,30.29,Expense
2024-11-21,Grab,Transport,21.65,Expense
2020-05-06,Gojek,Transport,25.71,Expense
2023-05-12,Freelance,Salary,957.0,Income
2021-05-23,Freelance,Salary,321.0,Income
2022-01-20,Freelance,Salary,335.0,Income
2021-05-06,Freelance,Salary,803.0,Income
2024-01-03,Grab,Transport,41.9,Expense
2024-07-25,Freelance,Salary,509.0,Income
2024-01-07,Grab,Transport,85.93,Expense
2020-08-01,Salary,Salary,5000.0,Income
2024-07-06,Freelance,Salary,666.0,Income
2021-11-04,Gojek,Transport,20.45,Expense
2020-08-24,Gojek,Transport,40.94,Expense
2022-02-22,Grab,Transport,73.6,Expense
2023-05-13,Freelance,Salary,366.0,Income
2023-01-04,Freelance,Salary,318.0,Income
2020-06-07,Grab,Transport,105.69,Expense
2024-06-03,Gojek,Transport,9.82,Expense
2021-05-25,Freelance,Salary,344.0,Income
2020-11-27,Grab,Transport,64.49,Expense
2021-06-12,Grab,Transport,138.44,Expense
2023-04-08,Grab,Transport,52.92,Expense
2023-06-29,Freelance,Salary,567.0,Income
2024-10-04,Freelance,Salary,889.0,Income
2024-03-01,Salary,Salary,5000.0,Income
2022-09-18,Gojek,Transport,105.67,Expense
2024-01-15,Grab,Transport,17.99,Expense
2024-07-28,Grab,Transport,77.53,Expense
2021-04-22,Grab,Transport,35.61,Expense
2024-03-22,Freelance,Salary,325.0,Income
2022-01-02,Grab,Transport,22.85,Expense
2023-11-12,Grab,Transport,95.06,Expense
2020-12-24,Grab,Transport,70.18,Expense
2021-01-03,Gojek,Transport,136.45,Expense
2020-07-27,Freelance,Salary,902.0,Income
2020-09-26,Gojek,Transport,66.29,Expense
2022-02-04,Grab,Transport,13.98,Expense
2021-07-09,Freelance,Salary,956.0,Income
2020-02-20,Freelance,Salary,411.0,Income
2021-06-22,Gojek,Transport,38.82,Expense
2023-02-27,Gojek,Transport,60.3,Expense
2022-06-08,Freelance,Salary,994.0,Income
2020-02-10,Freelance,Salary,706.0,Income
2024-11-30,Grab,Transport,23.26,Expense
2021-11-26,Gojek,Transport,77.47,Expense
2022-06-01,Salary,Salary,5000.0,Income
2024-08-18,Gojek,Transport,33.16,Expense
2020-10-11,Gojek,Transport,130.56,Expense
2023-01-09,Grab,Transport,76.93,Expense
2024-09-21,Grab,Transport,121.35,Expense
2021-10-02,Gojek,Transport,127.32,Expense
2021-06-27,Gojek,Transport,91.04,Expense
2023-01-26,Grab,Transport,59.02,Expense
2021-05-27,Gojek,Transport,67.06,Expense
2024-05-16,Gojek,Transport,65.15,Expense
2020-02-25,Grab,Transport,69.56,Expense
2022-09-01,Salary,Salary,5000.0,Income
2024-08-01,Salary,Salary,5000.0,Income
2021-04-08,Grab,Transport,62.25,Expense
2023-06-10,Grab,Transport,91.52,Expense
2022-08-15,Grab,Transport,39.56,Expense
2022-03-08,Gojek,Transport,27.07,Expense
2021-07-07,Gojek,Transport,56.55,Expense
2024-03-10,Grab,Transport,131.48,Expense
2023-02-03,Freelance,Salary,965.0,Income
2023-06-21,Grab,Transport,25.97,Expense
2022-07-04,Freelance,Salary,542.0,Income
2022-07-03,Gojek,Transport,41.99,Expense
2023-03-14,Gojek,Transport,37.95,Expense
2020-09-23,Grab,Transport,11.87,Expense
2022-11-15,Gojek,Transport,79.24,Expense
2023-11-23,Gojek,Transport,75.34,Expense
2023-08-10,Grab,Transport,5.77,Expense
2020-06-26,Freelance,Salary,531.0,Income
2024-01-08,Gojek,Transport,68.39,Expense
2021-05-24,Gojek,Transport,21.42,Expense
2020-09-10,Grab,Transport,29.34,Expense
2023-12-13,Grab,Transport,71.23,Expense
2021-07-01,Salary,Salary,5000.0,Income
2022-05-11,Grab,Transport,41.54,Expense
2024-04-23,Freelance,Salary,658.0,Income
2023-08-13,Gojek,Transport,40.52,Expense
2023-04-29,Gojek,Transport,91.76,Expense
2020-08-13,Gojek,Transport,78.88,Expense
2022-01-23,Gojek,Transport,47.69,Expense
2024-07-31,Freelance,Salary,656.0,Income
2020-06-14,Grab,Transport,24.8,Expense
2022-03-30,Gojek,Transport,24.91,Expense
2022-11-03,Freelance,Salary,547.0,Income
2020-10-18,Gojek,Transport,75.81,Expense
2022-05-10,Freelance,Salary,844.0,Income
2022-08-02,Freelance,Salary,815.0,Income
2021-06-26,Grab,Transport,34.19,Expense
2022-06-07,Gojek,Transport,43.75,Expense
2020-04-21,Grab,Transport,68.99,Expense
2023-05-16,Grab,Transport,56.24,Expense
2021-04-24,Gojek,Transport,51.42,Expense
2022-03-27,Gojek,Transport,91.15,Expense
2022-02-04,Grab,Transport,44.92,Expense
2023-07-29,Grab,Transport,60.81,Expense
2024-01-31,Grab,Transport,57.63,Expense
2022-03-30,Gojek,Transport,42.24,Expense
2023-01-11,Gojek,Transport,48.84,Expense
2021-10-17,Gojek,Transport,140.08,Expense
2023-07-12,Grab,Transport,15.01,Expense
2022-12-17,Gojek,Transport,70.42,Expense
2022-04-30,Gojek,Transport,141.24,Expense
2024-04-17,Freelance,Salary,404.0,Income
2024-06-14,Grab,Transport,31.27,Expense
2024-02-06,Grab,Transport,75.35,Expense
2020-07-31,Gojek,Transport,13.12,Expense
2021-08-05,Gojek,Transport,55.03,Expense
2023-05-24,Gojek,Transport,39.01,Expense
2022-03-12,Grab,Transport,104.16,Expense
2021-10-05,Gojek,Transport,39.11,Expense
2023-04-13,Grab,Transport,24.93,Expense
2024-04-22,Gojek,Transport,73.78,Expense
2024-06-18,Grab,Transport,79.27,Expense
2023-01-27,Gojek,Transport,79.67,Expense
2022-07-21,Grab,Transport,76.31,Expense
2023-10-10,Grab,Transport,30.82,Expense
2022-12-16,Grab,Transport,34.23,Expense
2024-04-02,Freelance,Salary,436.0,Income
2020-04-06,Freelance,Salary,953.0,Income
2021-11-07,Gojek,Transport,135.46,Expense
2022-11-03,Freelance,Salary,928.0,Income
2021-09-03,Grab,Transport,63.35,Expense
2023-08-02,Freelance,Salary,925.0,Income
2024-09-20,Freelance,Salary,306.0,Income
2021-10-29,Gojek,Transport,32.58,Expense
2022-06-15,Grab,Transport,58.59,Expense
2023-11-19,Gojek,Transport,102.76,Expense
2022-01-20,Gojek,Transport,52.18,Expense
2024-09-15,Gojek,Transport,73.01,Expense
2024-06-17,Gojek,Transport,53.37,Expense
2022-07-27,Grab,Transport,35.18,Expense
2023-10-01,Salary,Salary,5000.0,Income
2024-02-14,Grab,Transport,41.84,Expense
2024-01-01,Salary,Salary,5000.0,Income
2023-10-06,Grab,Transport,33.89,Expense
2024-01-27,Gojek,Transport,66.1,Expense
2022-05-13,Grab,Transport,43.98,Expense
2021-08-02,Freelance,Salary,821.0,Income
2024-04-06,Grab,Transport,118.82,Expense
2020-07-16,Grab,Transport,61.16,Expense
2024-09-10,Gojek,Transport,58.79,Expense
2024-03-04,Gojek,Transport,18.32,Expense
2021-03-06,Freelance,Salary,963.0,Income
2022-01-14,Gojek,Transport,56.98,Expense
2021-02-08,Grab,Transport,8.59,Expense
2020-09-26,Gojek,Transport,88.4,Expense
2024-02-26,Grab,Transport,23.53,Expense
2024-04-29,Gojek,Transport,53.57,Expense
2021-04-24,Gojek,Transport,27.65,Expense
2022-04-10,Freelance,Salary,683.0,Income
2021-04-10,Grab,Transport,102.48,Expense
2021-09-06,Gojek,Transport,72.78,Expense
2020-12-22,Grab,Transport,65.64,Expense
2024-01-17,Grab,Transport,8.75,Expense
2022-04-05,Gojek,Transport,9.91,Expense
2021-05-11,Freelance,Salary,574.0,Income
2020-03-23,Grab,Transport,38.55,Expense
2023-09-13,Gojek,Transport,64.33,Expense
2024-01-05,Gojek,Transport,67.54,Expense
2024-07-27,Freelance,Salary,570.0,Income
2021-05-27,Gojek,Transport,31.17,Expense
2020-10-15,Grab,Transport,23.54,Expense
2021-04-26,Grab,Transport,64.14,Expense
2021-01-09,Gojek,Transport,92.28,Expense
2020-05-09,Freelance,Salary,759.0,Income
2024-04-07,Grab,Transport,41.69,Expense
2020-04-14,Gojek,Transport,75.3,Expense
2021-11-28,Grab,Transport,21.78,Expense
2022-09-25,Gojek,Transport,20.42,Expense
2021-08-27,Gojek,Transport,5.6,Expense
2022-04-28,Gojek,Transport,36.48,Expense
2024-01-11,Freelance,Salary,485.0,Income
2024-02-07,Gojek,Transport,46.02,Expense
2021-07-14,Grab,Transport,11.14,Expense
2023-11-24,Gojek,Transport,40.19,Expense
2020-04-13,Gojek,Transport,77.01,Expense
2022-07-01,Salary,Salary,5000.0,Income
2023-05-28,Gojek,Transport,133.99,Expense
2020-07-26,Gojek,Transport,114.69,Expense
2023-02-22,Grab,Transport,58.48,Expense
2020-06-14,Gojek,Transport,124.85,Expense
2022-01-22,Gojek,Transport,98.25,Expense
2021-03-21,Grab,Transport,39.69,Expense
2024-05-12,Gojek,Transport,124.18,Expense
2020-05-12,Freelance,Salary,715.0,Income
2021-01-29,Gojek,Transport,72.61,Expense
2023-10-02,Gojek,Transport,35.35,Expense
2021-12-31,Gojek,Transport,25.22,Expense
2022-05-25,Gojek,Transport,5.88,Expense
2020-09-13,Gojek,Transport,36.8,Expense
2024-12-15,Freelance,Salary,253.0,Income
2023-05-01,Salary,Salary,5000.0,Income
2020-03-21,Grab,Transport,139.18,Expense
2022-12-30,Gojek,Transport,36.57,Expense
2020-05-03,Gojek,Transport,88.0,Expense
2022-01-29,Grab,Transport,115.26,Expense
2021-01-29,Grab,Transport,33.34,Expense
2022-03-21,Grab,Transport,55.59,Expense
2020-09-20,Gojek,Transport,106.4,Expense
2023-10-09,Freelance,Salary,575.0,Income
2021-12-08,Grab,Transport,38.82,Expense
2020-06-10,Grab,Transport,27.99,Expense
2023-07-04,Gojek,Transport,46.0,Expense
2022-06-30,Gojek,Transport,31.86,Expense
2024-02-10,Gojek,Transport,56.53,Expense
2023-05-04,Gojek,Transport,76.91,Expense
2023-05-02,Grab,Transport,33.86,Expense
2022-08-12,Grab,Transport,26.54,Expense
2023-06-27,Freelance,Salary,558.0,Income
2020-04-14,Gojek,Transport,34.87,Expense
2024-01-22,Gojek,Transport,20.04,Expense
2023-07-13,Gojek,Transport,52.63,Expense
2024-06-10,Gojek,Transport,47.4,Expense
2023-12-07,Gojek,Transport,42.2,Expense
2023-03-17,Gojek,Transport,54.32,Expense
2022-02-27,Gojek,Transport,139.12,Expense
2023-03-05,Grab,Transport,84.63,Expense
2020-03-20,Gojek,Transport,38.1,Expense
2022-09-14,Freelance,Salary,414.0,Income
2023-12-22,Gojek,Transport,11.92,Expense
2024-03-08,Grab,Transport,23.94,Expense
2022-07-03,Gojek,Transport,144.47,Expense
2023-03-12,Grab,Transport,30.62,Expense
2020-11-25,Grab,Transport,43.86,Expense
2024-04-01,Salary,Salary,5000.0,Income
2022-07-15,Grab,Transport,28.49,Expense
2023-02-01,Salary,Salary,5000.0,Income
2021-04-16,Gojek,Transport,49.12,Expense
2022-11-03,Grab,Transport,56.7,Expense
2023-11-11,Gojek,Transport,38.63,Expense
2021-07-08,Gojek,Transport,75.93,Expense
2024-11-20,Gojek,Transport,19.62,Expense
2022-07-06,Freelance,Salary,793.0,Income
2021-07-27,Gojek,Transport,11.05,Expense
2021-10-24,Grab,Transport,56.5,Expense
2021-11-16,Grab,Transport,74.45,Expense
2023-01-23,Grab,Transport,25.06,Expense
2024-12-14,Freelance,Salary,736.0,Income
2021-07-05,Grab,Transport,26.42,Expense
2024-02-10,Freelance,Salary,896.0,Income
2024-11-09,Gojek,Transport,41.14,Expense
2022-02-03,Grab,Transport,31.79,Expense
2024-01-12,Gojek,Transport,40.6,Expense
2023-01-06,Gojek,Transport,34.7,Expense
2023-01-25,Grab,Transport,23.55,Expense
2020-07-29,Gojek,Transport,28.46,Expense
2021-04-07,Grab,Transport,42.05,Expense
2021-03-10,Freelance,Salary,492.0,Income
2023-08-27,Gojek,Transport,130.97,Expense
2024-02-20,Gojek,Transport,27.26,Expense
2021-07-12,Grab,Transport,18.56,Expense
2023-07-15,Grab,Transport,144.93,Expense
2024-05-30,Gojek,Transport,48.9,Expense
2024-01-06,Gojek,Transport,77.42,Expense
2022-04-25,Grab,Transport,68.56,Expense
2021-01-19,Grab,Transport,28.28,Expense
2020-07-24,Grab,Transport,50.36,Expense
2024-06-11,Gojek,Transport,5.39,Expense
2022-09-15,Gojek,Transport,27.09,Expense
2024-05-28,Grab,Transport,29.74,Expense
2021-08-27,Grab,Transport,35.87,Expense
2024-12-17,Gojek,Transport,43.78,Expense
2021-09-20,Freelance,Salary,602.0,Income
2023-09-02,Freelance,Salary,907.0,Income
2022-10-05,Gojek,Transport,42.33,Expense
2022-09-02,Grab,Transport,26.45,Expense
2024-02-25,Freelance,Salary,605.0,Income
2021-06-15,Grab,Transport,36.13,Expense
2023-10-04,Grab,Transport,22.56,Expense
2020-05-08,Grab,Transport,38.0,Expense
2022-06-15,Grab,Transport,55.93,Expense
2024-07-02,Grab,Transport,11.88,Expense
2022-05-14,Gojek,Transport,144.84,Expense
2022-11-05,Gojek,Transport,145.93,Expense
2023-07-17,Gojek,Transport,26.07,Expense
2021-01-06,Grab,Transport,33.45,Expense
2022-07-15,Gojek,Transport,79.05,Expense
2020-10-07,Grab,Transport,11.82,Expense
2021-12-23,Grab,Transport,8.0,Expense
2022-11-27,Gojek,Transport,26.02,Expense
2023-04-13,Gojek,Transport,50.45,Expense
2022-11-26,Freelance,Salary,584.0,Income
2020-10-08,Gojek,Transport,37.85,Expense
2023-11-29,Grab,Transport,70.47,Expense
2024-06-15,Freelance,Salary,521.0,Income
2024-04-03,Grab,Transport,20.72,Expense
2020-02-03,Grab,Transport,43.52,Expense
2024-01-24,Freelance,Salary,431.0,Income
2022-03-18,Freelance,Salary,610.0,Income
2021-10-31,Freelance,Salary,585.0,Income
2023-04-23,Gojek,Transport,139.34,Expense
2022-02-04,Gojek,Transport,28.26,Expense
2023-11-03,Grab,Transport,70.72,Expense
2022-03-19,Gojek,Transport,148.96,Expense
2022-10-03,Grab,Transport,79.38,Expense
2021-11-09,Grab,Transport,65.66,Expense
2020-09-05,Gojek,Transport,78.08,Expense
2022-09-12,Grab,Transport,37.24,Expense
2023-03-24,Gojek,Transport,66.97,Expense
2020-03-18,Grab,Transport,59.22,Expense
2020-10-24,Gojek,Transport,125.67,Expense
2023-03-29,Freelance,Salary,761.0,Income
2024-04-07,Grab,Transport,109.46,Expense
2022-01-14,Grab,Transport,66.31,Expense
2022-07-13,Grab,Transport,7.71,Expense
2022-04-01,Salary,Salary,5000.0,Income
2023-01-10,Gojek,Transport,11.46,Expense
2020-09-11,Grab,Transport,46.47,Expense
2024-07-30,Gojek,Transport,42.75,Expense
2021-04-06,Grab,Transport,72.42,Expense
2024-06-07,Grab,Transport,34.27,Expense
2020-05-23,Gojek,Transport,110.48,Expense
2020-07-27,Freelance,Salary,292.0,Income
2022-01-19,Gojek,Transport,26.3,Expense
2022-02-21,Grab,Transport,32.06,Expense
2020-03-12,Grab,Transport,12.03,Expense
2022-07-25,Gojek,Transport,56.65,Expense
2021-11-19,Grab,Transport,19.22,Expense
2020-08-22,Gojek,Transport,111.16,Expense
2023-12-14,Grab,Transport,24.81,Expense
2022-11-28,Gojek,Transport,29.26,Expense
2022-11-06,Gojek,Transport,126.53,Expense
2023-04-11,Grab,Transport,55.53,Expense
2020-09-04,Gojek,Transport,48.52,Expense
2024-12-01,Salary,Salary,5000.0,Income
2024-09-01,Salary,Salary,5000.0,Income
2020-08-05,Grab,Transport,46.92,Expense
2023-03-26,Freelance,Salary,535.0,Income
2022-05-18,Grab,Transport,14.19,Expense
2022-01-01,Salary,Salary,5000.0,Income
2023-10-31,Gojek,Transport,77.79,Expense
2022-01-12,Gojek,Transport,69.06,Expense
2023-04-03,Grab,Transport,54.39,Expense
2021-12-05,Freelance,Salary,454.0,Income
2021-10-31,Grab,Transport,83.9,Expense
2022-12-06,Gojek,Transport,11.32,Expense
2020-01-29,Grab,Transport,68.62,Expense
2024-12-02,Gojek,Transport,64.73,Expense
2020-10-26,Gojek,Transport,76.39,Expense
2021-04-02,Freelance,Salary,685.0,Income
2020-04-05,Freelance,Salary,282.0,Income
2022-01-15,Freelance,Salary,543.0,Income
2021-01-28,Freelance,Salary,756.0,Income
2023-08-31,Gojek,Transport,56.28,Expense
2023-10-27,Gojek,Transport,23.96,Expense
2023-02-12,Gojek,Transport,148.15,Expense
2020-12-08,Freelance,Salary,313.0,Income
2020-09-03,Gojek,Transport,61.87,Expense
2023-03-24,Freelance,Salary,969.0,Income
2022-06-17,Grab,Transport,55.08,Expense
2022-02-03,Gojek,Transport,20.8,Expense
2023-06-21,Grab,Transport,78.76,Expense
2020-11-25,Grab,Transport,36.41,Expense
2022-08-26,Freelance,Salary,779.0,Income
2022-10-11,Grab,Transport,41.51,Expense
2022-09-10,Grab,Transport,119.78,Expense
2022-10-05,Grab,Transport,10.02,Expense
2021-12-20,Grab,Transport,60.66,Expense
2023-07-05,Grab,Transport,55.95,Expense
2023-02-21,Gojek,Transport,50.66,Expense
2024-02-29,Gojek,Transport,38.31,Expense
2022-12-28,Grab,Transport,51.24,Expense
2024-04-28,Gojek,Transport,44.58,Expense
2024-01-03,Grab,Transport,42.98,Expense
2022-02-14,Grab,Transport,57.76,Expense
2021-07-30,Freelance,Salary,874.0,Income
2022-06-30,Gojek,Transport,52.95,Expense
2024-03-14,Gojek,Transport,61.77,Expense
2020-11-07,Gojek,Transport,76.22,Expense
2024-04-23,Grab,Transport,41.16,Expense
2024-12-11,Gojek,Transport,21.0,Expense
2021-03-11,Gojek,Transport,15.49,Expense
2022-12-09,Grab,Transport,42.61,Expense
2021-08-13,Gojek,Transport,70.06,Expense
2024-12-17,Grab,Transport,55.34,Expense
2023-11-18,Grab,Transport,114.78,Expense
2024-05-31,Gojek,Transport,46.72,Expense
2024-07-26,Freelance,Salary,340.0,Income
2023-11-02,Gojek,Transport,19.69,Expense
2021-03-06,Grab,Transport,108.9,Expense
2021-01-03,Grab,Transport,47.45,Expense
2023-01-12,Grab,Transport,41.41,Expense
2024-10-06,Gojek,Transport,127.13,Expense
2022-01-22,Grab,Transport,51.87,Expense
2024-01-27,Freelance,Salary,327.0,Income
2024-08-13,Grab,Transport,73.42,Expense
2023-05-04,Gojek,Transport,7.68,Expense
2023-07-10,Grab,Transport,28.58,Expense
2021-02-20,Grab,Transport,25.55,Expense
2020-10-29,Grab,Transport,13.98,Expense
2023-01-26,Gojek,Transport,44.15,Expense
2022-08-31,Freelance,Salary,960.0,Income
2024-04-02,Gojek,Transport,70.77,Expense
2024-01-15,Gojek,Transport,40.61,Expense
2020-01-18,Gojek,Transport,84.09,Expense
2024-07-27,Grab,Transport,50.21,Expense
2021-01-17,Gojek,Transport,48.11,Expense
2022-04-18,Grab,Transport,15.04,Expense
2023-10-12,Gojek,Transport,23.6,Expense
2023-02-07,Grab,Transport,21.73,Expense
2023-10-13,Freelance,Salary,539.0,Income
2023-04-01,Salary,Salary,5000.0,Income
2023-05-30,Gojek,Transport,5.38,Expense
2022-12-27,Grab,Transport,31.07,Expense
2021-09-08,Freelance,Salary,494.0,Income
2024-10-29,Grab,Transport,49.99,Expense
2021-12-06,Gojek,Transport,41.49,Expense
2020-09-13,Freelance,Salary,467.0,Income
2023-02-14,Grab,Transport,67.91,Expense
2022-12-25,Grab,Transport,51.14,Expense
2023-05-10,Gojek,Transport,18.76,Expense
2020-03-31,Gojek,Transport,57.63,Expense
2021-07-14,Gojek,Transport,51.8,Expense
2023-05-16,Grab,Transport,41.81,Expense
2021-02-10,Gojek,Transport,62.05,Expense
2022-02-09,Grab,Transport,71.72,Expense
2024-08-18,Grab,Transport,140.83,Expense
2024-12-12,Freelance,Salary,823.0,Income
2022-07-09,Gojek,Transport,143.48,Expense
2022-06-08,Grab,Transport,11.44,Expense
2021-02-12,Gojek,Transport,37.46,Expense
2023-12-04,Gojek,Transport,28.89,Expense
2022-09-04,Freelance,Salary,564.0,Income
2022-10-06,Gojek,Transport,51.77,Expense
2021-12-01,Salary,Salary,5000.0,Income
2024-10-16,Grab,Transport,38.67,Expense
2022-04-05,Gojek,Transport,8.78,Expense
2020-04-13,Grab,Transport,35.78,Expense
2024-03-04,Gojek,Transport,14.43,Expense
2021-10-16,Gojek,Transport,32.36,Expense
2021-09-27,Gojek,Transport,59.53,Expense
2024-08-05,Grab,Transport,31.42,Expense
2024-05-28,Gojek,Transport,69.11,Expense
2020-03-13,Gojek,Transport,14.44,Expense
2022-04-25,Freelance,Salary,356.0,Income
2023-12-18,Freelance,Salary,732.0,Income
2022-01-12,Grab,Transport,13.64,Expense
2024-10-30,Grab,Transport,62.25,Expense
2023-06-18,Grab,Transport,55.17,Expense
2023-08-15,Freelance,Salary,482.0,Income
2024-12-18,Grab,Transport,37.33,Expense
2022-01-20,Gojek,Transport,7.28,Expense
2021-12-14,Freelance,Salary,480.0,Income
2024-05-03,Grab,Transport,29.97,Expense
